ensembl_gene_id,mgi_symbol,chromosome_name,gene_biotype
ENSMUSG00000020063,Sirt1,10,protein_coding
ENSMUSG00000020064,Herc4,10,protein_coding
ENSMUSG00000020067,Mypn,10,protein_coding
ENSMUSG00000020069,Hnrnph3,10,protein_coding
ENSMUSG00000020070,Rufy2,10,protein_coding
ENSMUSG00000020072,Pbld2,10,protein_coding
ENSMUSG00000020074,Ccar1,10,protein_coding
ENSMUSG00000020075,Ddx21,10,protein_coding
ENSMUSG00000020076,Ddx50,10,protein_coding
ENSMUSG00000020077,Srgn,10,protein_coding
ENSMUSG00000020078,Vps26a,10,protein_coding
ENSMUSG00000020079,Supv3l1,10,protein_coding
ENSMUSG00000020083,Fam241b,10,protein_coding
ENSMUSG00000020085,Aifm2,10,protein_coding
ENSMUSG00000020086,Macroh2a2,10,protein_coding
ENSMUSG00000020087,Tysnd1,10,protein_coding
ENSMUSG00000020088,Sar1a,10,protein_coding
ENSMUSG00000020089,Ppa1,10,protein_coding
ENSMUSG00000020090,Npffr1,10,protein_coding
ENSMUSG00000020091,Eif4ebp2,10,protein_coding
ENSMUSG00000020092,Pald1,10,protein_coding
ENSMUSG00000020097,Sgpl1,10,protein_coding
ENSMUSG00000020098,Pcbd1,10,protein_coding
ENSMUSG00000020099,Unc5b,10,protein_coding
ENSMUSG00000020100,Slc29a3,10,protein_coding
ENSMUSG00000020101,Vsir,10,protein_coding
ENSMUSG00000020102,Slc16a7,10,protein_coding
ENSMUSG00000020105,Lrig3,10,protein_coding
ENSMUSG00000020107,Anapc16,10,protein_coding
ENSMUSG00000020108,Ddit4,10,protein_coding
ENSMUSG00000020109,Dnajb12,10,protein_coding
ENSMUSG00000020111,Micu1,10,protein_coding
ENSMUSG00000020114,Cand1,10,protein_coding
ENSMUSG00000020115,Tbk1,10,protein_coding
ENSMUSG00000020116,Pno1,11,protein_coding
ENSMUSG00000020120,Plek,11,protein_coding
ENSMUSG00000020121,Srgap1,10,protein_coding
ENSMUSG00000020122,Egfr,11,protein_coding
ENSMUSG00000020123,Avpr1a,10,protein_coding
ENSMUSG00000020124,Usp15,10,protein_coding
ENSMUSG00000020128,Vps54,11,protein_coding
ENSMUSG00000020130,Tbc1d15,10,protein_coding
ENSMUSG00000020131,Pcsk4,10,protein_coding
ENSMUSG00000020132,Rab21,10,protein_coding
ENSMUSG00000020133,2310011J03Rik,10,protein_coding
ENSMUSG00000020134,Peli1,11,protein_coding
ENSMUSG00000020135,Apc2,10,protein_coding
ENSMUSG00000020137,Thap2,10,protein_coding
ENSMUSG00000020142,Slc1a4,11,protein_coding
ENSMUSG00000020143,Dock2,11,protein_coding
ENSMUSG00000020149,Rab1a,11,protein_coding
ENSMUSG00000020150,Gamt,10,protein_coding
ENSMUSG00000020151,Ptprr,10,protein_coding
ENSMUSG00000020152,Actr2,11,protein_coding
ENSMUSG00000020153,Ndufs7,10,protein_coding
ENSMUSG00000020154,Ptprb,10,protein_coding
ENSMUSG00000020155,Kcnmb1,11,protein_coding
ENSMUSG00000020156,Pwwp3a,10,protein_coding
ENSMUSG00000020160,Meis1,11,protein_coding
ENSMUSG00000020163,Uqcr11,10,protein_coding
ENSMUSG00000020166,Cnot2,10,protein_coding
ENSMUSG00000020167,Tcf3,10,protein_coding
ENSMUSG00000020169,Best3,10,protein_coding
ENSMUSG00000020170,Frs2,10,protein_coding
ENSMUSG00000020171,Yeats4,10,protein_coding
ENSMUSG00000020173,Cobl,11,protein_coding
ENSMUSG00000020175,Rab36,10,protein_coding
ENSMUSG00000020176,Grb10,11,protein_coding
ENSMUSG00000020178,Adora2a,10,protein_coding
ENSMUSG00000020180,Snrpd3,10,protein_coding
ENSMUSG00000020181,Nav3,10,protein_coding
ENSMUSG00000020182,Ddc,11,protein_coding
ENSMUSG00000020183,Cpm,10,protein_coding
ENSMUSG00000020184,Mdm2,10,protein_coding
ENSMUSG00000020185,E2f7,10,protein_coding
ENSMUSG00000020186,Csrp2,10,protein_coding
ENSMUSG00000020189,Osbpl8,10,protein_coding
ENSMUSG00000020190,Mknk2,10,protein_coding
ENSMUSG00000020191,Spata48,11,protein_coding
ENSMUSG00000020193,Zpbp,11,protein_coding
ENSMUSG00000020196,Cabin1,10,protein_coding
ENSMUSG00000020198,Ap3d1,10,protein_coding
ENSMUSG00000020205,Phlda1,10,protein_coding
ENSMUSG00000020211,Sf3a2,10,protein_coding
ENSMUSG00000020212,Mdm1,10,protein_coding
ENSMUSG00000020218,Wif1,10,protein_coding
ENSMUSG00000020219,Timm13,10,protein_coding
ENSMUSG00000020220,Vps13d,4,protein_coding
ENSMUSG00000020224,Llph,10,protein_coding
ENSMUSG00000020225,Tmbim4,10,protein_coding
ENSMUSG00000020226,Slc5a4b,10,protein_coding
ENSMUSG00000020227,Irak3,10,protein_coding
ENSMUSG00000020228,Helb,10,protein_coding
ENSMUSG00000020230,Prmt2,10,protein_coding
ENSMUSG00000020231,Dip2a,10,protein_coding
ENSMUSG00000020232,Hmg20b,10,protein_coding
ENSMUSG00000020235,Fzr1,10,protein_coding
ENSMUSG00000020238,Ncln,10,protein_coding
ENSMUSG00000020241,Col6a2,10,protein_coding
ENSMUSG00000020246,Hcfc2,10,protein_coding
ENSMUSG00000020248,Nfyb,10,protein_coding
ENSMUSG00000020250,Txnrd1,10,protein_coding
ENSMUSG00000020251,Glt8d2,10,protein_coding
ENSMUSG00000020253,Ppm1m,9,protein_coding
ENSMUSG00000020255,D10Wsu102e,10,protein_coding
ENSMUSG00000020256,Aldh1l2,10,protein_coding
ENSMUSG00000020257,Wdr82,9,protein_coding
ENSMUSG00000020258,Glyctk,9,protein_coding
ENSMUSG00000020260,Pofut2,10,protein_coding
ENSMUSG00000020261,Slc36a1,11,protein_coding
ENSMUSG00000020262,Adarb1,10,protein_coding
ENSMUSG00000020263,Appl2,10,protein_coding
ENSMUSG00000020264,Slc36a2,11,protein_coding
ENSMUSG00000020265,Sumo3,10,protein_coding
ENSMUSG00000020267,Hint1,11,protein_coding
ENSMUSG00000020268,Lyrm7,11,protein_coding
ENSMUSG00000020271,Fbxw11,11,protein_coding
ENSMUSG00000020272,Stk10,11,protein_coding
ENSMUSG00000020273,Papolg,11,protein_coding
ENSMUSG00000020275,Rel,11,protein_coding
ENSMUSG00000020277,Pfkl,10,protein_coding
ENSMUSG00000020280,Pus10,11,protein_coding
ENSMUSG00000020282,Rhbdf1,11,protein_coding
ENSMUSG00000020283,Pex13,11,protein_coding
ENSMUSG00000020284,Cfap410,10,protein_coding
ENSMUSG00000020286,1700093K21Rik,11,protein_coding
ENSMUSG00000020287,Mpg,11,protein_coding
ENSMUSG00000020288,Ahsa2,11,protein_coding
ENSMUSG00000020289,Nprl3,11,protein_coding
ENSMUSG00000020290,Xpo1,11,protein_coding
ENSMUSG00000020295,Hbq1a,11,protein_coding
ENSMUSG00000020300,Cpeb4,11,protein_coding
ENSMUSG00000020303,Stc2,11,protein_coding
ENSMUSG00000020305,Asb3,11,protein_coding
ENSMUSG00000020307,Cdc34,10,protein_coding
ENSMUSG00000020308,Tpgs1,10,protein_coding
ENSMUSG00000020309,Chac2,11,protein_coding
ENSMUSG00000020311,Erlec1,11,protein_coding
ENSMUSG00000020312,Shc2,10,protein_coding
ENSMUSG00000020315,Sptbn1,11,protein_coding
ENSMUSG00000020319,Wdpcp,11,protein_coding
ENSMUSG00000020321,Mdh1,11,protein_coding
ENSMUSG00000020323,Prss57,10,protein_coding
ENSMUSG00000020325,Fstl3,10,protein_coding
ENSMUSG00000020326,Ccng1,11,protein_coding
ENSMUSG00000020328,Nudcd2,11,protein_coding
ENSMUSG00000020329,Polrmt,10,protein_coding
ENSMUSG00000020330,Hmmr,11,protein_coding
ENSMUSG00000020331,Hcn2,10,protein_coding
ENSMUSG00000020332,Meikin,11,protein_coding
ENSMUSG00000020333,Acsl6,11,protein_coding
ENSMUSG00000020334,Slc22a4,11,protein_coding
ENSMUSG00000020335,Zfp354b,11,protein_coding
ENSMUSG00000020340,Cyfip2,11,protein_coding
ENSMUSG00000020346,Mgat1,11,protein_coding
ENSMUSG00000020349,Ppp2ca,11,protein_coding
ENSMUSG00000020354,Sgcd,11,protein_coding
ENSMUSG00000020357,Flt4,11,protein_coding
ENSMUSG00000020358,Hnrnpab,11,protein_coding
ENSMUSG00000020359,Phykpl,11,protein_coding
ENSMUSG00000020361,Hspa4,11,protein_coding
ENSMUSG00000020362,Cnot6,11,protein_coding
ENSMUSG00000020363,Gfpt2,11,protein_coding
ENSMUSG00000020364,Zfp354a,11,protein_coding
ENSMUSG00000020366,Mapk9,11,protein_coding
ENSMUSG00000020368,Canx,11,protein_coding
ENSMUSG00000020372,Rack1,11,protein_coding
ENSMUSG00000020374,Rasgef1c,11,protein_coding
ENSMUSG00000020375,Rufy1,11,protein_coding
ENSMUSG00000020376,Rnf130,11,protein_coding
ENSMUSG00000020377,Ltc4s,11,protein_coding
ENSMUSG00000020380,Rad50,11,protein_coding
ENSMUSG00000020381,Mrnip,11,protein_coding
ENSMUSG00000020385,Clk4,11,protein_coding
ENSMUSG00000020386,Sar1b,11,protein_coding
ENSMUSG00000020387,Jade2,11,protein_coding
ENSMUSG00000020388,Pdlim4,11,protein_coding
ENSMUSG00000020389,Cdkl3,11,protein_coding
ENSMUSG00000020390,Ube2b,11,protein_coding
ENSMUSG00000020392,Cdkn2aipnl,11,protein_coding
ENSMUSG00000020393,Kremen1,11,protein_coding
ENSMUSG00000020395,Itk,11,protein_coding
ENSMUSG00000020396,Nefh,11,protein_coding
ENSMUSG00000020397,Med7,11,protein_coding
ENSMUSG00000020399,Havcr2,11,protein_coding
ENSMUSG00000020400,Tnip1,11,protein_coding
ENSMUSG00000020402,Vdac1,11,protein_coding
ENSMUSG00000020407,Upp1,11,protein_coding
ENSMUSG00000020409,Slu7,11,protein_coding
ENSMUSG00000020411,Nipal4,11,protein_coding
ENSMUSG00000020412,Ascc2,11,protein_coding
ENSMUSG00000020413,Hus1,11,protein_coding
ENSMUSG00000020415,Pttg1,11,protein_coding
ENSMUSG00000020419,Hormad2,11,protein_coding
ENSMUSG00000020420,Zfp607a,7,protein_coding
ENSMUSG00000020422,Tns3,11,protein_coding
ENSMUSG00000020423,Btg2,1,protein_coding
ENSMUSG00000020424,Castor1,11,protein_coding
ENSMUSG00000020427,Igfbp3,11,protein_coding
ENSMUSG00000020430,Pes1,11,protein_coding
ENSMUSG00000020431,Adcy1,11,protein_coding
ENSMUSG00000020432,Tcn2,11,protein_coding
ENSMUSG00000020435,Osbp2,11,protein_coding
ENSMUSG00000020437,Myo1g,11,protein_coding
ENSMUSG00000020439,Smtn,11,protein_coding
ENSMUSG00000020440,Arf5,6,protein_coding
ENSMUSG00000020441,2310033P09Rik,11,protein_coding
ENSMUSG00000020444,Guk1,11,protein_coding
ENSMUSG00000020448,Rnf185,11,protein_coding
ENSMUSG00000020451,Limk2,11,protein_coding
ENSMUSG00000020453,Patz1,11,protein_coding
ENSMUSG00000020454,Eif4enif1,11,protein_coding
ENSMUSG00000020455,Trim11,11,protein_coding
ENSMUSG00000020456,Ogdh,11,protein_coding
ENSMUSG00000020457,Drg1,11,protein_coding
ENSMUSG00000020458,Rtn4,11,protein_coding
ENSMUSG00000020459,Mtif2,11,protein_coding
ENSMUSG00000020460,Rps27a,11,protein_coding
ENSMUSG00000020461,Clhc1,11,protein_coding
ENSMUSG00000020462,Cfap36,11,protein_coding
ENSMUSG00000020463,Ppp4r3b,11,protein_coding
ENSMUSG00000020464,Pnpt1,11,protein_coding
ENSMUSG00000020467,Efemp1,11,protein_coding
ENSMUSG00000020469,Myl7,11,protein_coding
ENSMUSG00000020471,Pold2,11,protein_coding
ENSMUSG00000020472,Zkscan17,11,protein_coding
ENSMUSG00000020473,Aebp1,11,protein_coding
ENSMUSG00000020474,Polm,11,protein_coding
ENSMUSG00000020475,Pgam2,11,protein_coding
ENSMUSG00000020476,Dbnl,11,protein_coding
ENSMUSG00000020477,Mrps24,11,protein_coding
ENSMUSG00000020481,Ankrd36,11,protein_coding
ENSMUSG00000020482,Ccdc117,11,protein_coding
ENSMUSG00000020483,Dynll2,11,protein_coding
ENSMUSG00000020484,Xbp1,11,protein_coding
ENSMUSG00000020485,Supt4a,11,protein_coding
ENSMUSG00000020486,Septin4,11,protein_coding
ENSMUSG00000020491,2810021J22Rik,11,protein_coding
ENSMUSG00000020492,Ska2,11,protein_coding
ENSMUSG00000020493,Prr11,11,protein_coding
ENSMUSG00000020495,Smg8,11,protein_coding
ENSMUSG00000020496,Rnf187,11,protein_coding
ENSMUSG00000020513,Tubd1,11,protein_coding
ENSMUSG00000020514,Mrpl22,11,protein_coding
ENSMUSG00000020515,Cnot8,11,protein_coding
ENSMUSG00000020516,Rps6kb1,11,protein_coding
ENSMUSG00000020519,Sap30l,11,protein_coding
ENSMUSG00000020520,Galnt10,11,protein_coding
ENSMUSG00000020521,Rnft1,11,protein_coding
ENSMUSG00000020522,Mfap3,11,protein_coding
ENSMUSG00000020523,Fam114a2,11,protein_coding
ENSMUSG00000020524,Gria1,11,protein_coding
ENSMUSG00000020525,Ppm1d,11,protein_coding
ENSMUSG00000020526,Znhit3,11,protein_coding
ENSMUSG00000020527,Myo19,11,protein_coding
ENSMUSG00000020528,Prpsap2,11,protein_coding
ENSMUSG00000020530,Ggnbp2,11,protein_coding
ENSMUSG00000020532,Acaca,11,protein_coding
ENSMUSG00000020534,Shmt1,11,protein_coding
ENSMUSG00000020536,Llgl1,11,protein_coding
ENSMUSG00000020537,Drg2,11,protein_coding
ENSMUSG00000020538,Srebf1,11,protein_coding
ENSMUSG00000020541,Tom1l1,11,protein_coding
ENSMUSG00000020542,Myocd,11,protein_coding
ENSMUSG00000020544,Cox11,11,protein_coding
ENSMUSG00000020546,Stxbp4,11,protein_coding
ENSMUSG00000020547,Bzw2,12,protein_coding
ENSMUSG00000020548,1700086D15Rik,11,protein_coding
ENSMUSG00000020549,Elac2,11,protein_coding
ENSMUSG00000020553,Pctp,11,protein_coding
ENSMUSG00000020561,Twistnb,12,protein_coding
ENSMUSG00000020564,Atxn7l1,12,protein_coding
ENSMUSG00000020566,Atp6v1c2,12,protein_coding
ENSMUSG00000020570,Sypl,12,protein_coding
ENSMUSG00000020571,Pdia6,12,protein_coding
ENSMUSG00000020572,Nampt,12,protein_coding
ENSMUSG00000020573,Pik3cg,12,protein_coding
ENSMUSG00000020576,Nbas,12,protein_coding
ENSMUSG00000020577,Tspan13,12,protein_coding
ENSMUSG00000020580,Rock2,12,protein_coding
ENSMUSG00000020583,Matn3,12,protein_coding
ENSMUSG00000020585,Laptm4a,12,protein_coding
ENSMUSG00000020589,Fam49a,12,protein_coding
ENSMUSG00000020590,Snx13,12,protein_coding
ENSMUSG00000020592,Sdc1,12,protein_coding
ENSMUSG00000020593,Lpin1,12,protein_coding
ENSMUSG00000020594,Pum2,12,protein_coding
ENSMUSG00000020598,Nrcam,12,protein_coding
ENSMUSG00000020599,Rgs9,11,protein_coding
ENSMUSG00000020600,Slc7a15,12,protein_coding
ENSMUSG00000020601,Trib2,12,protein_coding
ENSMUSG00000020604,Arsg,11,protein_coding
ENSMUSG00000020605,Hs1bp3,12,protein_coding
ENSMUSG00000020607,Lratd1,12,protein_coding
ENSMUSG00000020608,Smc6,12,protein_coding
ENSMUSG00000020609,Apob,12,protein_coding
ENSMUSG00000020610,Amz2,11,protein_coding
ENSMUSG00000020611,Gna13,11,protein_coding
ENSMUSG00000020612,Prkar1a,11,protein_coding
ENSMUSG00000020614,Fam20a,11,protein_coding
ENSMUSG00000020620,Abca8b,11,protein_coding
ENSMUSG00000020621,Rdh14,12,protein_coding
ENSMUSG00000020622,Nt5c1b,12,protein_coding
ENSMUSG00000020623,Map2k6,11,protein_coding
ENSMUSG00000020627,Klhl29,12,protein_coding
ENSMUSG00000020628,Trappc12,12,protein_coding
ENSMUSG00000020629,Adi1,12,protein_coding
ENSMUSG00000020630,Rnaseh1,12,protein_coding
ENSMUSG00000020633,Dcdc2c,12,protein_coding
ENSMUSG00000020634,Ubxn2a,12,protein_coding
ENSMUSG00000020635,Fkbp1b,12,protein_coding
ENSMUSG00000020638,Cmpk2,12,protein_coding
ENSMUSG00000020639,Pfn4,12,protein_coding
ENSMUSG00000020640,Itsn2,12,protein_coding
ENSMUSG00000020641,Rsad2,12,protein_coding
ENSMUSG00000020642,Rnf144a,12,protein_coding
ENSMUSG00000020644,Id2,12,protein_coding
ENSMUSG00000020646,Mboat2,12,protein_coding
ENSMUSG00000020647,Ncoa1,12,protein_coding
ENSMUSG00000020648,Dus4l,12,protein_coding
ENSMUSG00000020649,Rrm2,12,protein_coding
ENSMUSG00000020650,Bcap29,12,protein_coding
ENSMUSG00000020651,Slc26a4,12,protein_coding
ENSMUSG00000020652,Cenpo,12,protein_coding
ENSMUSG00000020653,Klf11,12,protein_coding
ENSMUSG00000020654,Adcy3,12,protein_coding
ENSMUSG00000020656,Grhl1,12,protein_coding
ENSMUSG00000020657,Dnajc27,12,protein_coding
ENSMUSG00000020658,Efr3b,12,protein_coding
ENSMUSG00000020659,Cbll1,12,protein_coding
ENSMUSG00000020660,Pomc,12,protein_coding
ENSMUSG00000020661,Dnmt3a,12,protein_coding
ENSMUSG00000020664,Dld,12,protein_coding
ENSMUSG00000020668,Kif3c,12,protein_coding
ENSMUSG00000020669,Sh3yl1,12,protein_coding
ENSMUSG00000020671,Rab10,12,protein_coding
ENSMUSG00000020672,Sntg2,12,protein_coding
ENSMUSG00000020673,Tpo,12,protein_coding
ENSMUSG00000020674,Pxdn,12,protein_coding
ENSMUSG00000020676,Ccl11,11,protein_coding
ENSMUSG00000020677,Ddx52,11,protein_coding
ENSMUSG00000020680,Taf15,11,protein_coding
ENSMUSG00000020681,Ace,11,protein_coding
ENSMUSG00000020682,Mmp28,11,protein_coding
ENSMUSG00000020684,Rasl10b,11,protein_coding
ENSMUSG00000020687,Cdc27,11,protein_coding
ENSMUSG00000020689,Itgb3,11,protein_coding
ENSMUSG00000020691,Mettl2,11,protein_coding
ENSMUSG00000020692,Nle1,11,protein_coding
ENSMUSG00000020694,Tlk2,11,protein_coding
ENSMUSG00000020695,Mrc2,11,protein_coding
ENSMUSG00000020696,Rffl,11,protein_coding
ENSMUSG00000020697,Lig3,11,protein_coding
ENSMUSG00000020698,Cct6b,11,protein_coding
ENSMUSG00000020700,Map3k3,11,protein_coding
ENSMUSG00000020701,Tmem132e,11,protein_coding
ENSMUSG00000020702,Ccl1,11,protein_coding
ENSMUSG00000020704,Asic2,11,protein_coding
ENSMUSG00000020705,Ddx42,11,protein_coding
ENSMUSG00000020706,Ftsj3,11,protein_coding
ENSMUSG00000020707,Rnf135,11,protein_coding
ENSMUSG00000020708,Psmc5,11,protein_coding
ENSMUSG00000020709,Adap2,11,protein_coding
ENSMUSG00000020715,Ern1,11,protein_coding
ENSMUSG00000020716,Nf1,11,protein_coding
ENSMUSG00000020717,Pecam1,11,protein_coding
ENSMUSG00000020718,Polg2,11,protein_coding
ENSMUSG00000020719,Ddx5,11,protein_coding
ENSMUSG00000020720,Psmd12,11,protein_coding
ENSMUSG00000020721,Helz,11,protein_coding
ENSMUSG00000020723,Cacng4,11,protein_coding
ENSMUSG00000020728,Cep112,11,protein_coding
ENSMUSG00000020732,Rab37,11,protein_coding
ENSMUSG00000020733,Slc9a3r1,11,protein_coding
ENSMUSG00000020736,Nt5c,11,protein_coding
ENSMUSG00000020737,Jpt1,11,protein_coding
ENSMUSG00000020738,Sumo2,11,protein_coding
ENSMUSG00000020739,Nup85,11,protein_coding
ENSMUSG00000020740,Gga3,11,protein_coding
ENSMUSG00000020741,Cluh,11,protein_coding
ENSMUSG00000020743,Mif4gd,11,protein_coding
ENSMUSG00000020744,Slc25a19,11,protein_coding
ENSMUSG00000020745,Pafah1b1,11,protein_coding
ENSMUSG00000020747,Tmem94,11,protein_coding
ENSMUSG00000020752,Recql5,11,protein_coding
ENSMUSG00000020755,Sap30bp,11,protein_coding
ENSMUSG00000020758,Itgb4,11,protein_coding
ENSMUSG00000020766,Galk1,11,protein_coding
ENSMUSG00000020770,Unk,11,protein_coding
ENSMUSG00000020773,Trim47,11,protein_coding
ENSMUSG00000020774,Aspa,11,protein_coding
ENSMUSG00000020775,Mrpl38,11,protein_coding
ENSMUSG00000020776,Fbf1,11,protein_coding
ENSMUSG00000020777,Acox1,11,protein_coding
ENSMUSG00000020778,Ten1,11,protein_coding
ENSMUSG00000020780,Srp68,11,protein_coding
ENSMUSG00000020781,Tsen54,11,protein_coding
ENSMUSG00000020782,Llgl2,11,protein_coding
ENSMUSG00000020783,Ncbp3,11,protein_coding
ENSMUSG00000020785,Camkk1,11,protein_coding
ENSMUSG00000020787,P2rx1,11,protein_coding
ENSMUSG00000020788,Atp2a3,11,protein_coding
ENSMUSG00000020790,Ankfy1,11,protein_coding
ENSMUSG00000020792,Exoc7,11,protein_coding
ENSMUSG00000020793,Galr2,11,protein_coding
ENSMUSG00000020794,Ube2g1,11,protein_coding
ENSMUSG00000020798,Spns3,11,protein_coding
ENSMUSG00000020801,Med31,11,protein_coding
ENSMUSG00000020802,Ube2o,11,protein_coding
ENSMUSG00000020803,Txndc17,11,protein_coding
ENSMUSG00000020804,Aanat,11,protein_coding
ENSMUSG00000020806,Rhbdf2,11,protein_coding
ENSMUSG00000020807,4933427D14Rik,11,protein_coding
ENSMUSG00000020808,Pimreg,11,protein_coding
ENSMUSG00000020810,Cygb,11,protein_coding
ENSMUSG00000020811,Wscd1,11,protein_coding
ENSMUSG00000020814,Mxra7,11,protein_coding
ENSMUSG00000020817,Rabep1,11,protein_coding
ENSMUSG00000020818,Mfsd11,11,protein_coding
ENSMUSG00000020821,Kif1c,11,protein_coding
ENSMUSG00000020823,Sec14l1,11,protein_coding
ENSMUSG00000020826,Nos2,11,protein_coding
ENSMUSG00000020827,Mink1,11,protein_coding
ENSMUSG00000020828,Pld2,11,protein_coding
ENSMUSG00000020829,Slc46a1,11,protein_coding
ENSMUSG00000020831,0610010K14Rik,11,protein_coding
ENSMUSG00000020832,Eral1,11,protein_coding
ENSMUSG00000020834,Dhrs13,11,protein_coding
ENSMUSG00000020836,Coro6,11,protein_coding
ENSMUSG00000020838,Slc6a4,11,protein_coding
ENSMUSG00000020839,Tmigd1,11,protein_coding
ENSMUSG00000020840,Blmh,11,protein_coding
ENSMUSG00000020841,Cpd,11,protein_coding
ENSMUSG00000020843,Timm22,11,protein_coding
ENSMUSG00000020844,Nxn,11,protein_coding
ENSMUSG00000020846,Rflnb,11,protein_coding
ENSMUSG00000020847,Rph3al,11,protein_coding
ENSMUSG00000020848,Doc2b,11,protein_coding
ENSMUSG00000020849,Ywhae,11,protein_coding
ENSMUSG00000020850,Prpf8,11,protein_coding
ENSMUSG00000020857,Nme2,11,protein_coding
ENSMUSG00000020859,Spag9,11,protein_coding
ENSMUSG00000020863,Luc7l3,11,protein_coding
ENSMUSG00000020864,Ankrd40,11,protein_coding
ENSMUSG00000020865,Abcc3,11,protein_coding
ENSMUSG00000020866,Cacna1g,11,protein_coding
ENSMUSG00000020868,Xylt2,11,protein_coding
ENSMUSG00000020869,Lrrc59,11,protein_coding
ENSMUSG00000020873,Slc35b1,11,protein_coding
ENSMUSG00000020875,Hoxb9,11,protein_coding
ENSMUSG00000020876,Snx11,11,protein_coding
ENSMUSG00000020877,Scrn2,11,protein_coding
ENSMUSG00000020882,Cacnb1,11,protein_coding
ENSMUSG00000020883,Fbxl20,11,protein_coding
ENSMUSG00000020886,Dlg4,11,protein_coding
ENSMUSG00000020888,Dvl2,11,protein_coding
ENSMUSG00000020889,Nr1d1,11,protein_coding
ENSMUSG00000020892,Aloxe3,11,protein_coding
ENSMUSG00000020893,Per1,11,protein_coding
ENSMUSG00000020894,Vamp2,11,protein_coding
ENSMUSG00000020895,Tmem107,11,protein_coding
ENSMUSG00000020897,Aurkb,11,protein_coding
ENSMUSG00000020898,Ctc1,11,protein_coding
ENSMUSG00000020899,Pfas,11,protein_coding
ENSMUSG00000020900,Myh10,11,protein_coding
ENSMUSG00000020901,Pik3r5,11,protein_coding
ENSMUSG00000020902,Ntn1,11,protein_coding
ENSMUSG00000020903,Stx8,11,protein_coding
ENSMUSG00000020910,Adprm,11,protein_coding
ENSMUSG00000020911,Krt19,11,protein_coding
ENSMUSG00000020914,Top2a,11,protein_coding
ENSMUSG00000020917,Acly,11,protein_coding
ENSMUSG00000020918,Kat2a,11,protein_coding
ENSMUSG00000020919,Stat5b,11,protein_coding
ENSMUSG00000020921,Tmem101,11,protein_coding
ENSMUSG00000020922,Lsm12,11,protein_coding
ENSMUSG00000020923,Ubtf,11,protein_coding
ENSMUSG00000020925,Ccdc43,11,protein_coding
ENSMUSG00000020926,Adam11,11,protein_coding
ENSMUSG00000020928,Higd1b,11,protein_coding
ENSMUSG00000020929,Eftud2,11,protein_coding
ENSMUSG00000020932,Gfap,11,protein_coding
ENSMUSG00000020935,Dcakd,11,protein_coding
ENSMUSG00000020936,Nmt1,11,protein_coding
ENSMUSG00000020937,Plcd3,11,protein_coding
ENSMUSG00000020941,Map3k14,11,protein_coding
ENSMUSG00000020946,Gosr2,11,protein_coding
ENSMUSG00000020948,Klhl28,12,protein_coding
ENSMUSG00000020949,Fkbp3,12,protein_coding
ENSMUSG00000020952,Scfd1,12,protein_coding
ENSMUSG00000020953,Coch,12,protein_coding
ENSMUSG00000020954,Strn3,12,protein_coding
ENSMUSG00000020955,Ap4s1,12,protein_coding
ENSMUSG00000020956,Dtd2,12,protein_coding
ENSMUSG00000020961,Ston2,12,protein_coding
ENSMUSG00000020962,Gtf2a1,12,protein_coding
ENSMUSG00000020963,Tshr,12,protein_coding
ENSMUSG00000020964,Sel1l,12,protein_coding
ENSMUSG00000020973,Dnaaf2,12,protein_coding
ENSMUSG00000020974,Pole2,12,protein_coding
ENSMUSG00000020978,Klhdc2,12,protein_coding
ENSMUSG00000020982,Nemf,12,protein_coding
ENSMUSG00000020986,Sec23a,12,protein_coding
ENSMUSG00000020988,L2hgdh,12,protein_coding
ENSMUSG00000020990,Cdkl1,12,protein_coding
ENSMUSG00000020992,4930512B01Rik,12,processed_transcript
